address_id,address,postcode,state,country,property_valuation
87,00 Algoma Crossing,2141,NSW,Australia,7
88,00 Cordelia Trail,2138,NSW,Australia,9
89,00 Esker Point,4207,QLD,Australia,3
90,00 Evergreen Center,3850,VIC,Australia,4
91,00 Heath Road,2259,NSW,Australia,8
92,00 International Junction,2260,NSW,Australia,8
93,00 Magdeline Way,3146,VIC,Australia,11
94,00 Marcy Crossing,3115,VIC,Australia,9
95,00 Mockingbird Junction,2141,NSW,Australia,9
96,00 Park Meadow Terrace,2450,NSW,Australia,6
97,00 Rutledge Alley,2166,NSW,Australia,9
98,000 Boyd Center,2160,NSW,Australia,8
99,000 Jana Hill,3170,Victoria,Australia,9
100,0005 Independence Drive,2118,NSW,Australia,9
101,00164 Canary Drive,2041,NSW,Australia,11
102,00183 Arapahoe Pass,4116,QLD,Australia,7
103,00213 Atwood Pass,2340,NSW,Australia,1
104,00283 Loftsgordon Center,4118,QLD,Australia,5
105,004 Gulseth Junction,2619,NSW,Australia,8
106,004 Lawn Trail,4227,QLD,Australia,5
107,0046 Grim Pass,2148,NSW,Australia,7
108,005 Bunker Hill Lane,3046,VIC,Australia,9
109,005 Prentice Circle,2307,NSW,Australia,5
110,0056 Corry Center,2220,NSW,Australia,11
111,0059 Brentwood Road,4560,QLD,Australia,7
112,0063 Walton Junction,2380,NSW,Australia,3
113,00662 Ludington Court,3228,VIC,Australia,9
114,007 Canary Circle,2047,NSW,Australia,12
115,007 Gerald Place,3074,VIC,Australia,4
116,00732 David Lane,3350,VIC,Australia,6
117,00745 Huxley Center,3757,VIC,Australia,9
118,008 6th Center,3141,VIC,Australia,7
119,00941 7th Place,2227,NSW,Australia,10
120,00969 Gale Way,3108,VIC,Australia,10
121,00976 Sundown Lane,2428,NSW,Australia,3
122,01 Burning Wood Terrace,2323,NSW,Australia,9
123,01 Cottonwood Junction,2285,NSW,Australia,7
124,01 Dunning Drive,2064,NSW,Australia,9
125,01 Havey Drive,2099,NSW,Australia,12
126,01 Muir Parkway,2096,New South Wales,Australia,12
127,01 Nevada Alley,2076,NSW,Australia,12
128,01 Vernon Court,4500,QLD,Australia,4
129,01 Weeping Birch Plaza,2640,NSW,Australia,4
130,010 Maryland Court,3556,VIC,Australia,2
131,010 Namekagon Parkway,2062,NSW,Australia,12
132,010 Stuart Way,3056,VIC,Australia,6
133,0103 Bay Junction,2222,NSW,Australia,11
134,0108 Forster Parkway,4017,QLD,Australia,6
135,011 Johnson Park,3121,VIC,Australia,11
136,011 Lotheville Junction,2099,NSW,Australia,10
137,01209 Southridge Hill,2216,NSW,Australia,8
138,01268 Stuart Hill,2145,NSW,Australia,10
139,0127 East Court,3199,VIC,Australia,5
140,0129 Hollow Ridge Crossing,2095,NSW,Australia,11
141,013 Armistice Street,2769,NSW,Australia,10
142,013 Mendota Parkway,2558,NSW,Australia,9
143,0130 Loeprich Lane,3808,VIC,Australia,9
144,0132 Merrick Way,2770,NSW,Australia,9
145,0134 Swallow Pass,3030,VIC,Australia,6
146,014 Birchwood Parkway,3030,VIC,Australia,7
147,01459 Fremont Place,2747,NSW,Australia,4
148,015 Fulton Pass,4568,QLD,Australia,8
149,016 Tony Street,3222,VIC,Australia,5
150,0162 Darwin Alley,3201,VIC,Australia,6
151,0162 Grim Circle,2191,NSW,Australia,10
152,01654 Milwaukee Plaza,2000,NSW,Australia,11
153,0166 Stephen Drive,2785,NSW,Australia,7
154,01714 Claremont Center,2474,NSW,Australia,3
155,01716 2nd Terrace,3174,VIC,Australia,8
156,0172 Vidon Place,3183,VIC,Australia,6
157,01736 Saint Paul Way,2154,NSW,Australia,11
158,018 Erie Point,2767,NSW,Australia,9
159,018 Porter Court,3631,VIC,Australia,6
160,018 Superior Plaza,2068,NSW,Australia,10
161,0182 Esker Center,2759,NSW,Australia,9
162,0185 Fremont Alley,4074,QLD,Australia,7
163,0186 Thackeray Center,3183,VIC,Australia,11
164,019 Derek Hill,2224,NSW,Australia,10
165,019 Huxley Drive,3807,VIC,Australia,8
166,0192 Ridgeview Terrace,4655,QLD,Australia,6
167,02 Bartelt Center,2745,NSW,Australia,8
168,02 Boyd Crossing,3143,Victoria,Australia,7
169,02 Declaration Lane,4551,QLD,Australia,7
170,02 Del Mar Center,4121,QLD,Australia,8
171,02 Fair Oaks Lane,3977,VIC,Australia,7
172,020 Bartillon Park,2767,NSW,Australia,8
173,02084 Rockefeller Crossing,2150,NSW,Australia,7
174,0212 Forest Run Trail,2774,New South Wales,Australia,8
175,02181 Starling Trail,3015,VIC,Australia,10
176,023 Thackeray Lane,2070,NSW,Australia,12
177,02353 Kropf Lane,3046,VIC,Australia,9
178,02377 Maywood Trail,2287,NSW,Australia,7
179,024 Onsgard Alley,3134,VIC,Australia,9
180,02485 Bellgrove Road,3015,VIC,Australia,9
181,025 Knutson Terrace,2350,NSW,Australia,3
182,0250 Onsgard Center,4034,QLD,Australia,7
183,02505 Mariners Cove Street,3222,VIC,Australia,6
184,02555 Sloan Way,2259,NSW,Australia,8
185,02570 Tony Way,3752,VIC,Australia,6
186,0261 Roxbury Crossing,4164,QLD,Australia,9
187,0264 Birchwood Plaza,3802,VIC,Australia,8
188,02663 Buell Parkway,2519,New South Wales,Australia,11
189,02701 Talmadge Junction,3082,VIC,Australia,7
190,0272 Pankratz Hill,2031,NSW,Australia,10
191,0274 Oneill Alley,2088,NSW,Australia,10
192,0278 Elka Place,4305,QLD,Australia,4
193,02862 Esker Crossing,2173,NSW,Australia,9
194,02885 Buhler Court,3804,VIC,Australia,9
195,029 Scott Center,4205,QLD,Australia,5
196,029 Springview Place,2177,NSW,Australia,8
197,0293 Porter Crossing,2830,NSW,Australia,5
198,0297 Merchant Avenue,4121,QLD,Australia,9
199,03 6th Alley,2168,NSW,Australia,9
200,03 Clarendon Way,2099,NSW,Australia,10
201,03 Granby Parkway,3216,VIC,Australia,8
202,03 Holmberg Park,4127,QLD,Australia,2
203,03 Lillian Street,3071,VIC,Australia,8
204,03 Ohio Lane,3081,VIC,Australia,9
205,03 Old Shore Terrace,4078,QLD,Australia,7
206,03058 Shoshone Lane,2090,NSW,Australia,12
207,0306 Donald Court,3844,VIC,Australia,1
208,032 Bartelt Crossing,2444,New South Wales,Australia,8
209,032 Kenwood Circle,2031,NSW,Australia,9
210,0322 Dryden Court,3183,VIC,Australia,7
211,03287 Hallows Center,4305,QLD,Australia,3
212,033 Loftsgordon Center,2150,NSW,Australia,8
213,033 Maryland Plaza,3023,VIC,Australia,8
214,0330 Vahlen Trail,3072,VIC,Australia,7
215,0338 Oakridge Crossing,3030,VIC,Australia,4
216,034 Eagan Avenue,2560,NSW,Australia,6
217,03444 Scott Lane,3204,VIC,Australia,10
218,0346 Dayton Hill,2092,NSW,Australia,12
219,0349 Farmco Terrace,2168,New South Wales,Australia,8
220,0355 3rd Drive,2118,NSW,Australia,11
221,036 Kedzie Terrace,2163,NSW,Australia,9
222,03742 Granby Parkway,2768,NSW,Australia,9
223,038 North Court,2333,NSW,Australia,3
224,0380 Chinook Avenue,2047,NSW,Australia,12
225,0386 Mayfield Way,4122,QLD,Australia,7
226,03890 Logan Court,2747,NSW,Australia,8
227,039 Havey Alley,2220,NSW,Australia,9
228,03961 Sullivan Park,2114,NSW,Australia,12
229,04 Fallview Trail,2749,NSW,Australia,8
230,04 Gulseth Plaza,2528,NSW,Australia,8
231,04 Hansons Street,2087,NSW,Australia,11
232,04 Namekagon Pass,2326,NSW,Australia,3
233,04 Oakridge Drive,4123,QLD,Australia,9
234,04 Onsgard Center,2101,NSW,Australia,9
235,04 Schmedeman Court,2196,NSW,Australia,10
236,040 Brown Trail,2040,NSW,Australia,12
237,04036 Kennedy Trail,2221,NSW,Australia,12
238,04046 Summit Avenue,4217,QLD,Australia,9
239,0410 Division Junction,2750,New South Wales,Australia,8
240,04139 Delladonna Place,2519,NSW,Australia,7
241,042 Bunker Hill Avenue,2088,NSW,Australia,8
242,042 Saint Paul Parkway,2769,NSW,Australia,10
243,0421 Anthes Court,2870,NSW,Australia,2
244,04240 Prentice Plaza,3031,VIC,Australia,9
245,04328 Rowland Plaza,3441,VIC,Australia,9
246,0442 Debra Point,2281,NSW,Australia,7
247,04449 Drewry Junction,2869,NSW,Australia,4
248,04470 Mcguire Trail,2070,NSW,Australia,9
249,04488 Amoth Parkway,2036,NSW,Australia,8
250,04488 Jenna Alley,2289,NSW,Australia,9
251,04489 Corscot Hill,2232,NSW,Australia,10
252,045 Debs Pass,3145,VIC,Australia,12
253,0465 Melrose Alley,2768,NSW,Australia,9
254,04678 Elka Crossing,2745,NSW,Australia,9
255,047 Kedzie Park,2206,NSW,Australia,11
256,047 Northfield Trail,3127,VIC,Australia,12
257,0485 Petterle Terrace,2575,NSW,Australia,6
258,049 Michigan Parkway,3337,Victoria,Australia,6
259,05 2nd Point,2217,NSW,Australia,8
260,05 Butternut Crossing,4552,QLD,Australia,4
261,05 Charing Cross Plaza,2320,NSW,Australia,5
262,05 Dahle Drive,3757,VIC,Australia,7
263,05 Daystar Lane,2560,NSW,Australia,8
264,05 Lerdahl Place,4215,QLD,Australia,6
265,05 Loftsgordon Pass,4380,QLD,Australia,9
266,050 Buell Lane,4055,QLD,Australia,7
267,050 Monterey Street,4869,QLD,Australia,3
268,0522 Nelson Crossing,4304,QLD,Australia,3
269,05239 Springs Circle,3030,VIC,Australia,7
270,05241 Shelley Park,2776,NSW,Australia,8
271,0534 Bartelt Trail,2760,NSW,Australia,8
272,054 Mesta Drive,3620,VIC,Australia,1
273,05415 Basil Junction,2450,NSW,Australia,8
274,055 Dakota Pass,2290,NSW,Australia,8
275,0555 Tomscot Plaza,2044,NSW,Australia,10
276,056 Petterle Drive,4075,QLD,Australia,4
277,056 Pierstorff Alley,2040,NSW,Australia,11
278,056 Stone Corner Alley,4078,QLD,Australia,7
279,05600 Lien Plaza,3796,VIC,Australia,8
280,05665 Dottie Circle,2085,NSW,Australia,11
281,05759 Ridge Oak Trail,2007,NSW,Australia,8
282,05919 Morning Parkway,2034,NSW,Australia,11
283,05988 Sundown Parkway,3037,VIC,Australia,8
284,06 Corry Pass,2450,NSW,Australia,9
285,06 Declaration Hill,3184,VIC,Australia,11
286,06 Heffernan Junction,4074,QLD,Australia,7
287,06 Hudson Parkway,2250,NSW,Australia,8
288,06 Kipling Circle,2085,NSW,Australia,10
289,06 Lake View Plaza,4515,QLD,Australia,1
290,06 Lighthouse Bay Pass,3042,VIC,Australia,9
291,06 Northwestern Center,2019,NSW,Australia,10
292,06 Oneill Parkway,2770,NSW,Australia,7
293,060 Morning Avenue,2016,New South Wales,Australia,10
294,06008 Anthes Pass,2478,NSW,Australia,8
295,0601 Stephen Place,2292,NSW,Australia,7
296,06069 Hayes Road,2099,NSW,Australia,8
297,0616 Messerschmidt Place,2350,NSW,Australia,4
298,0618 5th Place,3189,VIC,Australia,10
299,0619 Dorton Plaza,3150,Victoria,Australia,11
300,062 Dixon Parkway,3103,VIC,Australia,12
301,06324 Michigan Trail,4570,QLD,Australia,4
302,064 Fallview Terrace,4500,QLD,Australia,7
303,06419 Dayton Junction,3191,VIC,Australia,10
304,06495 Swallow Terrace,2759,NSW,Australia,9
305,0650 Sachs Circle,2769,NSW,Australia,10
306,067 Cottonwood Park,4340,QLD,Australia,2
307,0671 Vera Drive,4812,QLD,Australia,5
308,0672 Lyons Pass,2153,NSW,Australia,10
309,0672 Mitchell Terrace,4161,QLD,Australia,5
310,0680 Veith Court,3939,VIC,Australia,8
311,0693 Eagan Court,4019,QLD,Australia,4
312,07 Loeprich Junction,2101,NSW,Australia,11
313,07 Miller Pass,2017,NSW,Australia,9
314,07 Morning Court,3805,VIC,Australia,7
315,07 New Castle Circle,2646,NSW,Australia,1
316,07 Pepper Wood Way,2750,NSW,Australia,8
317,070 Shelley Terrace,3020,VIC,Australia,4
318,07041 Briar Crest Lane,2213,New South Wales,Australia,10
319,07084 Mallory Center,2428,NSW,Australia,5
320,071 Cardinal Point,3064,VIC,Australia,7
321,07158 Roth Pass,2165,NSW,Australia,4
322,07227 Hoard Terrace,3500,VIC,Australia,1
323,07236 Jenifer Point,2763,NSW,Australia,10
324,0724 Oxford Crossing,2146,NSW,Australia,9
325,07273 Sundown Trail,2358,NSW,Australia,2
326,073 Fremont Alley,3805,VIC,Australia,7
327,0733 Comanche Crossing,2304,NSW,Australia,6
328,07526 Union Lane,3377,VIC,Australia,1
329,07623 Mandrake Trail,2093,NSW,Australia,11
330,077 Clemons Road,2203,NSW,Australia,11
331,07716 5th Alley,2250,NSW,Australia,5
332,0777 Farwell Pass,2118,NSW,Australia,10
333,07780 Autumn Leaf Drive,4209,QLD,Australia,7
334,07803 Dexter Pass,2170,NSW,Australia,9
335,0784 Utah Plaza,3199,VIC,Australia,7
336,079 Katie Alley,3216,VIC,Australia,9
337,079 Merry Park,2160,New South Wales,Australia,9
338,0796 Melody Park,2200,NSW,Australia,9
339,0799 Florence Street,2089,NSW,Australia,9
340,08 Arapahoe Alley,4213,QLD,Australia,9
341,08 Carey Center,3284,VIC,Australia,6
342,08 Dennis Crossing,3184,VIC,Australia,11
343,08 Golf View Plaza,3199,VIC,Australia,9
344,08 Monterey Avenue,3043,VIC,Australia,7
345,08 Ronald Regan Plaza,2251,NSW,Australia,9
346,08 Roth Hill,4208,QLD,Australia,7
347,08 Twin Pines Place,2768,NSW,Australia,9
348,08 Upham Place,2176,NSW,Australia,9
349,08 Vidon Center,2143,NSW,Australia,5
350,080 Pond Alley,2065,NSW,Australia,9
351,0800 Donald Hill,4000,QLD,Australia,7
352,081 Oakridge Street,2519,NSW,Australia,10
353,08167 Buhler Avenue,2153,NSW,Australia,10
354,08180 Golf Park,3068,VIC,Australia,8
355,082 Twin Pines Avenue,4270,QLD,Australia,7
356,08260 Jay Court,3191,Victoria,Australia,11
357,08261 Aberg Junction,2176,NSW,Australia,9
358,083 Farragut Avenue,2540,NSW,Australia,7
359,084 Brickson Park Park,3177,VIC,Australia,5
360,08475 Shoshone Park,3116,VIC,Australia,9
361,08479 Hazelcrest Street,3340,VIC,Australia,4
362,0850 Schmedeman Drive,3580,VIC,Australia,1
363,08501 Kropf Trail,3152,Victoria,Australia,10
364,0866 Pennsylvania Junction,3181,VIC,Australia,10
365,087 Fallview Plaza,4209,QLD,Australia,5
366,08731 Coleman Lane,3352,VIC,Australia,6
367,089 Old Shore Point,3156,Victoria,Australia,8
368,0897 Little Fleur Way,3621,Victoria,Australia,8
369,0899 Judy Pass,3072,VIC,Australia,10
370,09 Bartelt Lane,2190,NSW,Australia,8
371,09 Bayside Place,2223,NSW,Australia,10
372,09 Graceland Junction,3204,VIC,Australia,2
373,09 Grim Lane,3752,VIC,Australia,4
374,09 Hagan Pass,3196,VIC,Australia,8
375,09 Mitchell Terrace,2166,NSW,Australia,9
376,09 Pierstorff Point,4514,QLD,Australia,6
377,09 Texas Plaza,4285,QLD,Australia,3
378,09 Warbler Court,4152,QLD,Australia,9
379,0900 Northport Point,2085,NSW,Australia,11
380,09040 Myrtle Parkway,2015,NSW,Australia,8
381,091 Farragut Crossing,3058,Victoria,Australia,9
382,091 Hoard Street,2229,NSW,Australia,12
383,0917 Golf View Parkway,4217,QLD,Australia,1
384,092 2nd Alley,2135,New South Wales,Australia,12
385,09295 Judy Terrace,2753,NSW,Australia,8
386,093 Mallard Hill,4034,QLD,Australia,7
387,09356 Badeau Drive,3630,VIC,Australia,1
388,094 Green Road,2216,NSW,Australia,11
389,09413 Holmberg Terrace,4127,QLD,Australia,3
390,095 Prairieview Circle,3191,VIC,Australia,12
391,096 Anniversary Point,2030,NSW,Australia,12
392,0964 Bayside Park,3136,VIC,Australia,9
393,09653 Golf View Way,3840,VIC,Australia,2
394,097 Gulseth Lane,4178,QLD,Australia,8
395,098 Veith Hill,4510,QLD,Australia,3
396,09810 Dayton Hill,4035,QLD,Australia,8
397,099 Nova Plaza,2227,NSW,Australia,10
398,0991 Commercial Road,4300,QLD,Australia,5
399,0996 Cody Terrace,2761,NSW,Australia,8
400,1 5th Parkway,2148,NSW,Australia,8
401,1 Algoma Trail,4213,QLD,Australia,6
402,1 Banding Way,4218,QLD,Australia,8
403,1 Basil Street,4037,QLD,Australia,8
404,1 Bay Pass,3219,VIC,Australia,5
405,1 Bayside Pass,3076,VIC,Australia,8
406,1 Bobwhite Circle,2230,NSW,Australia,9
407,1 Boyd Junction,2460,NSW,Australia,1
408,1 Boyd Terrace,3280,VIC,Australia,4
409,1 Carey Crossing,2047,NSW,Australia,10
410,1 Carey Pass,2065,NSW,Australia,11
411,1 Chive Trail,4670,QLD,Australia,2
412,1 Claremont Park,3931,VIC,Australia,10
413,1 Continental Center,2146,NSW,Australia,9
414,1 Coolidge Plaza,2150,NSW,Australia,7
415,1 Cordelia Alley,2261,NSW,Australia,8
416,1 Cottonwood Street,3150,VIC,Australia,9
417,1 Dayton Park,2767,NSW,Australia,9
418,1 Del Sol Center,2323,NSW,Australia,3
419,1 Dixon Way,3072,VIC,Australia,5
420,1 Drewry Junction,3810,VIC,Australia,7
421,1 Elgar Street,2010,NSW,Australia,9
422,1 Eliot Road,3910,VIC,Australia,8
423,1 Esker Pass,4575,QLD,Australia,8
424,1 Fairview Park,3977,VIC,Australia,7
425,1 Fallview Street,2155,NSW,Australia,10
426,1 Farwell Center,2199,NSW,Australia,9
427,1 Fordem Road,2144,NSW,Australia,9
428,1 Forest Junction,2620,NSW,Australia,10
429,1 Forster Junction,2880,NSW,Australia,1
430,1 Garrison Street,3103,VIC,Australia,12
431,1 Glacier Hill Parkway,2017,NSW,Australia,8
432,1 Graceland Trail,3195,VIC,Australia,9
433,1 Jenifer Court,4280,QLD,Australia,4
434,1 Loomis Parkway,3156,VIC,Australia,9
435,1 Mcbride Center,2484,NSW,Australia,6
436,1 Melby Way,2527,NSW,Australia,7
437,1 Melrose Lane,2010,NSW,Australia,9
438,1 Mendota Drive,2107,NSW,Australia,11
439,1 Merrick Parkway,2830,NSW,Australia,2
440,1 Michigan Way,2153,NSW,Australia,10
441,1 Monica Street,2100,NSW,Australia,9
442,1 Monterey Terrace,2011,NSW,Australia,12
443,1 Moose Avenue,2017,NSW,Australia,8
444,1 Morning Circle,2250,NSW,Australia,8
445,1 Namekagon Parkway,4075,QLD,Australia,5
446,1 Namekagon Plaza,4306,QLD,Australia,8
447,1 Nevada Park,4226,QLD,Australia,8
448,1 Nova Avenue,2200,NSW,Australia,9
449,1 Oriole Alley,4171,QLD,Australia,11
450,1 Pankratz Circle,3083,VIC,Australia,8
451,1 Park Meadow Drive,2145,NSW,Australia,9
452,1 Parkside Avenue,3109,VIC,Australia,10
453,1 Raven Circle,2450,NSW,Australia,7
454,1 Raven Junction,4502,QLD,Australia,4
455,1 Raven Place,2160,NSW,Australia,6
456,1 Red Cloud Street,2770,NSW,Australia,8
457,1 Ridgeway Court,3241,VIC,Australia,5
458,1 Rigney Circle,2295,NSW,Australia,8
459,1 Ronald Regan Hill,2756,NSW,Australia,8
460,1 Roth Pass,3199,VIC,Australia,4
461,1 Rowland Circle,3105,VIC,Australia,10
462,1 Saint Paul Terrace,2161,NSW,Australia,6
463,1 Schiller Place,2774,NSW,Australia,9
464,1 Service Alley,2116,NSW,Australia,10
465,1 Sloan Avenue,2176,NSW,Australia,10
466,1 Springview Place,4800,QLD,Australia,5
467,1 Straubel Alley,2117,NSW,Australia,10
468,1 Thackeray Crossing,4114,QLD,Australia,3
469,1 Toban Crossing,3616,VIC,Australia,3
470,1 Trailsway Lane,2145,NSW,Australia,9
471,1 Upham Crossing,3041,VIC,Australia,3
472,1 Utah Alley,2232,NSW,Australia,10
473,1 Vernon Terrace,4226,QLD,Australia,6
474,1 Vidon Pass,2233,NSW,Australia,8
475,1 Village Green Circle,2285,NSW,Australia,7
476,1 Wayridge Park,4301,QLD,Australia,1
477,10 American Alley,2066,NSW,Australia,12
478,10 Cambridge Street,4567,QLD,Australia,7
479,10 Hauk Point,3936,VIC,Australia,9
480,10 Hazelcrest Street,4413,QLD,Australia,5
481,10 Kedzie Pass,2770,NSW,Australia,7
482,10 Kensington Avenue,2117,NSW,Australia,10
483,10 Pennsylvania Hill,2118,NSW,Australia,11
484,10055 Old Shore Lane,3630,VIC,Australia,1
485,10097 Hooker Way,3196,VIC,Australia,8
486,1031 Kennedy Way,4507,QLD,Australia,7
487,1032 Killdeer Place,3631,VIC,Australia,3
488,10369 Sunbrook Way,4051,QLD,Australia,8
489,1038 Hayes Point,2021,NSW,Australia,7
490,104 Kingsford Park,2154,NSW,Australia,9
491,1041 Center Road,2155,NSW,Australia,10
492,10421 Cordelia Parkway,3188,VIC,Australia,12
493,10434 Melby Pass,2200,NSW,Australia,7
494,105 Shelley Alley,2209,New South Wales,Australia,10
495,106 Donald Way,3216,VIC,Australia,4
496,1063 Forest Avenue,4510,QLD,Australia,3
497,107 Elmside Parkway,4811,QLD,Australia,5
498,107 Garrison Plaza,2200,NSW,Australia,10
499,107 Moland Court,2579,NSW,Australia,5
500,1075 Raven Place,4512,QLD,Australia,7
501,1081 Laurel Park,2049,NSW,Australia,12
502,10878 Waywood Way,4352,QLD,Australia,7
503,109 Kipling Road,2156,NSW,Australia,11
504,109 Tomscot Avenue,2010,NSW,Australia,10
505,10918 Merry Way,2452,New South Wales,Australia,5
506,11 Corscot Plaza,2710,NSW,Australia,1
507,11 Crescent Oaks Junction,4055,QLD,Australia,8
508,11 Dunning Pass,2219,NSW,Australia,10
509,11 Erie Hill,3915,VIC,Australia,7
510,11 Farragut Junction,2530,NSW,Australia,8
511,11 Glendale Court,4121,QLD,Australia,9
512,11 Golf Pass,4805,QLD,Australia,2
513,11 Hermina Junction,3219,VIC,Australia,3
514,11 Manufacturers Junction,2170,NSW,Australia,8
515,11 Mifflin Junction,2193,NSW,Australia,10
516,11 Ryan Hill,2229,NSW,Australia,9
517,11 Sage Place,4055,QLD,Australia,7
518,11 Victoria Place,2036,NSW,Australia,11
519,11035 Toban Lane,2770,NSW,Australia,8
520,1108 Nevada Junction,4701,QLD,Australia,2
521,111 Hooker Avenue,4860,QLD,Australia,2
522,11171 Rigney Court,2770,NSW,Australia,6
523,11207 Lukken Center,3500,VIC,Australia,2
524,1127 Artisan Parkway,4070,QLD,Australia,5
525,1128 Golden Leaf Center,3124,VIC,Australia,9
526,113 Lien Place,2560,NSW,Australia,6
527,11474 Westend Hill,3752,VIC,Australia,8
528,1149 Riverside Parkway,2016,NSW,Australia,11
529,116 Sullivan Avenue,3941,VIC,Australia,9
530,11606 Myrtle Street,2207,NSW,Australia,8
531,1164 Toban Road,3806,VIC,Australia,5
532,11667 Blackbird Street,2226,NSW,Australia,10
533,1172 Mesta Center,4740,QLD,Australia,2
534,11731 3rd Hill,3004,Victoria,Australia,9
535,1176 Pine View Lane,2112,NSW,Australia,11
536,11879 Surrey Court,2768,NSW,Australia,9
537,1192 Declaration Hill,3207,Victoria,Australia,8
538,1197 Carey Junction,2280,NSW,Australia,7
539,12 6th Hill,4810,QLD,Australia,2
540,12 Alpine Lane,3754,VIC,Australia,8
541,12 Elgar Place,2155,NSW,Australia,10
542,12 Express Pass,2340,NSW,Australia,2
543,12 Fairfield Parkway,3029,VIC,Australia,7
544,12 Kings Hill,4272,QLD,Australia,9
545,12 Monument Alley,3124,Victoria,Australia,12
546,12 Prentice Point,4670,QLD,Australia,1
547,12 Quincy Lane,3141,VIC,Australia,8
548,12 Redwing Street,2325,NSW,Australia,4
